,U00214,U12942,U12971,U14881,U14903,U14908,U14913,U14949,U14989,U15243,U15747,U15826,U15827,U15828,U15954,U15956,U15958,U15959,U15961,U15962,U15963,U15964,U15966,U15967,U15969,U15971,U15977,U16053,U16059,U16072,U16080,U16117,U16132,U16288,U16291,U16326,U16329,U16330,U16332,U16335,U16339,U16342,U16345,U16346,U16348,U16349,U16350,U16355,U16366,U16367,U16369,U16370,U16371,U16372,U16373,U16374,U16376,U16377,U16378,U16379,U16381,U16383,U16384,U16385,U16386,U16388,U16389,U16404,U16409,U16564,U16609,U16688
P61930,"0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,333333","0,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,200000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,333333","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,333333","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P22467,"0,333333","0,333333","0,666667","1,000000","0,111111","0,066667","0,222222","0,133333","0,000000","1,000000","0,500000","0,000000","0,000000","0,500000","1,000000","0,111111","1,000000","0,083333","0,500000","1,000000","0,000000","1,000000","0,500000","0,500000","0,142857","1,000000","0,166667","0,166667","0,250000","0,333333","0,500000","1,000000","0,000000","0,000000","0,000000","0,500000","0,500000","1,000000","1,000000","0,333333","0,500000","0,125000","0,500000","1,000000","0,166667","0,142857","1,000000","0,142857","0,500000","0,500000","0,000000","0,500000","0,142857","0,333333","1,000000","0,250000","0,500000","0,000000","0,500000","0,000000","0,250000","1,000000","1,000000","1,000000","0,500000","0,250000","0,166667","0,000000","1,000000","0,000000","0,500000","0,000000"
P56549,"0,500000","1,000000","0,250000","1,000000","0,333333","0,500000","0,500000","0,333333","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,250000","1,000000","1,000000","0,000000","0,200000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,333333","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,200000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,333333","0,000000","0,250000","0,500000","1,000000","1,000000","0,000000","0,500000","0,000000","0,500000","0,500000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,500000","0,000000","1,000000","0,000000"
P79860,"1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P10694,"1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P20006,"1,000000","1,000000","0,600000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P45102,"1,000000","0,500000","1,000000","1,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000"
P85288,"1,000000","1,000000","0,500000","0,000000","0,000000","0,090909","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,250000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P81585,"0,500000","0,500000","1,000000","0,000000","1,000000","0,181818","0,250000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,250000","1,000000","0,250000","0,250000","1,000000","1,000000","1,000000","0,000000","0,000000","0,333333","1,000000","0,500000","1,000000","0,333333","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000"
P23001,"1,000000","1,000000","1,000000","1,000000","0,500000","0,200000","0,200000","0,166667","0,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","0,250000","0,000000","0,500000","0,500000","0,100000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,333333","0,333333","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,166667","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,200000","0,333333","0,200000","0,500000","1,000000","0,111111","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000"
P17179,"0,500000","0,333333","0,500000","1,000000","1,000000","0,142857","0,250000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,500000","1,000000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,250000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,500000","0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,000000","0,666667","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000"
P33371,"1,000000","0,400000","1,000000","1,000000","0,666667","0,333333","1,000000","0,500000","0,000000","0,500000","0,500000","0,500000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,200000","0,500000","0,500000","1,000000","0,000000","0,250000","1,000000","1,000000","1,000000","1,000000","0,500000","0,250000","0,000000","0,500000","0,000000","0,500000","0,500000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,000000","0,333333","0,000000","1,000000","0,000000"
P89851,"1,000000","1,000000","0,500000","1,000000","1,000000","0,200000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,333333","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P18298,"0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","0,000000","1,000000","0,333333","0,000000","0,000000","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","1,000000","0,500000","0,333333","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000"
P29253,"1,000000","0,500000","1,000000","0,000000","0,500000","0,250000","1,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","0,000000","0,000000","0,333333","1,000000","1,000000","0,200000","0,000000","0,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000"
P75149,"1,000000","0,250000","0,500000","1,000000","0,333333","0,200000","1,000000","0,333333","0,000000","1,000000","0,333333","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,200000","0,333333","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,500000","0,333333","0,000000","1,000000","1,000000","0,333333","0,500000","1,000000","0,500000","0,500000","0,500000","0,500000","1,000000","1,000000","0,333333","0,000000","0,500000","1,000000","0,333333","0,500000","0,500000","1,000000","0,000000","0,500000","0,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000"
P39225,"1,000000","1,000000","1,000000","1,000000","1,000000","0,200000","0,333333","0,500000","0,333333","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,500000","0,000000","1,000000","0,500000","1,000000","0,000000","0,333333","0,000000","1,000000","0,000000"
P27411,"1,000000","0,200000","0,111111","1,000000","0,666667","0,090909","0,125000","0,000000","0,000000","0,400000","0,500000","0,066667","0,000000","0,500000","0,333333","0,333333","0,500000","0,000000","0,250000","0,333333","0,000000","0,500000","0,142857","0,166667","0,250000","0,333333","0,500000","0,333333","0,200000","1,000000","0,333333","0,500000","0,000000","0,000000","0,000000","0,500000","1,000000","0,000000","1,000000","0,500000","1,000000","0,250000","1,000000","0,000000","0,500000","0,333333","1,000000","0,250000","0,500000","1,000000","0,000000","0,500000","0,333333","0,500000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000","0,500000","0,166667","0,200000","0,000000","0,250000","0,500000","0,333333","0,000000","0,333333","0,000000","0,500000","0,000000"
P65103,"0,800000","0,500000","1,000000","0,000000","1,000000","0,666667","0,333333","0,000000","0,000000","0,200000","1,000000","1,000000","0,000000","0,285714","0,200000","0,166667","1,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,250000","1,000000","0,250000","1,000000","0,500000","0,200000","0,250000","1,000000","0,250000","1,000000","0,500000","0,000000","0,000000","1,000000","0,166667","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","0,142857","0,500000","0,500000","0,500000","0,250000","1,000000","0,000000","1,000000","0,000000","0,250000","0,142857","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P48713,"0,300000","0,500000","1,000000","1,000000","1,000000","0,333333","0,500000","0,250000","0,500000","1,000000","0,500000","0,333333","0,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","0,333333","0,333333","0,333333","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,333333","0,333333","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,333333","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,142857","1,000000","0,000000","0,250000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","0,500000","1,000000","1,000000","0,333333","0,333333","1,000000","0,500000","0,000000","1,000000","0,000000","0,500000","0,000000"
P31111,"1,000000","1,000000","1,000000","0,000000","0,500000","0,090909","0,142857","0,000000","0,000000","0,500000","0,500000","0,000000","0,000000","1,000000","1,000000","0,500000","0,333333","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,333333","0,071429","0,000000","1,000000","0,166667","0,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","0,250000","0,125000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,166667","0,500000","0,000000","0,250000","0,333333","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P36430,"1,000000","1,000000","1,000000","0,000000","0,000000","0,250000","1,000000","0,000000","0,000000","0,500000","0,250000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,125000","0,000000","0,500000","0,000000","0,000000","1,000000","0,500000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,250000","0,000000","0,000000","0,000000","0,666667","0,000000","0,333333","0,000000"
P18203,"1,000000","0,200000","1,000000","0,000000","0,000000","0,058824","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,083333","0,000000","0,000000","0,250000","0,250000","0,500000","0,500000","0,000000","0,000000","0,000000","0,333333","0,333333","0,333333","0,000000","0,000000","0,000000","1,000000","0,250000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P89078,"1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,250000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,250000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P50095,"1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","1,000000","0,100000","0,500000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","0,500000","0,000000","0,333333","0,000000","1,000000","0,000000"
P12061,"1,000000","0,333333","1,000000","0,500000","0,000000","0,111111","0,250000","0,250000","0,000000","0,166667","0,500000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,200000","1,000000","0,000000","0,000000","0,500000","0,125000","0,500000","0,200000","0,200000","0,500000","0,000000","1,000000","0,200000","0,500000","0,000000","0,000000","0,000000","1,000000","0,400000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,333333","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,333333","0,200000","0,250000","1,000000","0,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","0,000000"
P68688,"0,625000","0,750000","0,500000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","0,250000","0,500000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000"
P52847,"1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,250000","1,000000","0,500000","0,200000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000"
P90615,"1,000000","0,500000","0,333333","1,000000","1,000000","1,000000","0,400000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,142857","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","0,166667","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,500000","1,000000","1,000000","0,333333","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000"
P89265,"0,200000","1,000000","1,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","1,000000","0,333333","0,166667","0,000000","1,000000","0,333333","0,500000","0,500000","0,333333","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,166667","0,333333","0,000000","0,333333","0,500000","1,000000","0,000000","0,500000","0,000000","0,500000","0,166667","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000"
P51126,"1,000000","1,000000","1,000000","1,000000","0,100000","0,090909","0,250000","0,500000","0,333333","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,026316","0,500000","0,166667","0,400000","0,250000","1,000000","0,333333","0,125000","0,333333","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,125000","1,000000","1,000000","0,222222","0,200000","0,500000","1,000000","1,000000","0,250000","0,250000","1,000000","0,250000","1,000000","0,200000","0,000000","0,166667","0,200000","0,000000","0,500000","1,000000","1,000000","0,000000","0,333333","0,000000","1,000000","0,166667","0,500000","0,500000","0,500000","0,500000","1,000000","0,333333","0,200000","0,000000","1,000000","0,000000"
P78548,"1,000000","1,000000","0,666667","1,000000","0,000000","0,142857","0,333333","0,400000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,500000","0,000000","1,000000","1,000000","0,000000","1,000000","0,200000","0,500000","1,000000","1,000000","0,500000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,200000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P14130,"0,833333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,750000","0,000000","0,500000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,500000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","0,000000","0,000000"
P26141,"1,000000","0,500000","0,000000","0,333333","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","0,500000","0,000000","0,250000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P52274,"0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,250000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P17652,"0,500000","0,000000","0,000000","0,000000","0,000000","0,111111","1,000000","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,250000","0,000000","0,666667","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P73160,"0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,666667","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
